text,sentiment
internet ta temon valoo na mathay nai!!,neutral
Weather ta mone hoy moderate asol,neutral
Sokal ta ar ki so-so hoy :),neutral
ajker vibe ta bakwas khoob kharaaap 😡,negative
Vibe ta shunlam just okay hoy,neutral
eid er plan darun chilo ❤️!!,positive
traffic ta khb thik thak hoy ...,neutral
boss er dekhi thik thak asol!!,neutral
Vibe ta mone hoy onno rokom cupai gelo ❤️ 🙄,positive
traffic ta jossh chilo ❤️,positive
Job ta ar ki top class pelam 🙌,positive
assignment ta kono rokom mathay nai,neutral
match ta sera cupai gelo ...,positive
Gaan ta puro common asol???,neutral
friend ra vibe ta temon bhalo na hoy ...,neutral
Family te puro lit pelam 🥳 😂,positive
Sokal ta disgusting hoye gelo 💔,negative
coding ta puro common thaake,neutral
Khawa ta ki bolbo temon blo na choltese,neutral
weatherrrr ta onno rokom pelam 💥???,positive
Review ta temon valoo na hoy ...,neutral
Bazar e bakwas hoilo na 🤮 😅,negative
Ei ar ki normal choltese 🙄,neutral
Weather ta ar ki sera hoyeche???,positive
friend ra dekhiiiii typical thaake,neutral
Job ta ki bolbo matha nostoooooo kharap baje lagse 👎 🙄,negative
Bazar e normal mathay nai,neutral
Result ta mone hoy ekdom ghorator gelo 👎,negative
Match ta onkta matha betha atke gelam 🤬 :),negative
internet ta dekhi thik thak thaake!!,neutral
internet ta ar ki average hoy,neutral
khawa ta birokto khb khrp 👎 ...,negative
Internet ta matha nosto khrp hoye gelo 😡,negative
job ta puro onno rokom enjoy korlam ✅!!,positive
bus e thik thak kora hoy nai 😅,neutral
Match ta super cupai gelo 😍,positive
movie ta so-so hoy ...,neutral
Internet ta ar ki waste of time khuuub khrp,negative
boss er so-so asol,neutral
coding ta adhure gelo 😭 😂,negative
eid er plan fire enjoy korlam ✅ 🙄,positive
boss er so-so mathay nai???,neutral
assignment ta tension er chinta hocche 💔,negative
Internet ta puro baje gelo,negative
Internet ta thik thak kora hoy nai ...,neutral
Review ta onno rokom enjoy korlam 🥳,positive
amar ekdom ghoratorrrr chinta hocche 💔!!,negative
Sokal ta vabi nai sera palam ✅ 🙄,positive
khawa ta shunlam chalai neya jay kora hoy nai,neutral
eid er plan mone hoy zero level baje lagse 😡,negative
Sokal ta ar ki onno rokom hoyeche 🔥,positive
vibe ta sotti bakwas hoilo na,negative
Bazar e onekkkta thik thak asol,neutral
Exam er puro ekdom ghorator chinta hocche 🤬 🙄,negative
Bus e khub moderate mathay nai,neutral
movie ta level up pelam 💥 🙄,positive
Vibe ta vabi nai adhure atke gelam 👎 :),negative
Result ta vabi nai awesome enjoy korlam 🔥,positive
internet ta shunlam annoying gelo,negative
movie ta ok ache asol,neutral
Amar vabi nai lit cupai gelo 🥳,positive
bus e faltu khoob kharap 😭 😅,negative
Oir moderate hoy,neutral
assignment ta ki bolbo annoying hoilo na 🤬,negative
Traffic ta fatafati hoisechilo 🔥,positive
Friend ra sotti boring atkeee gelam 😭,negative
Phone ta average hoy,neutral
Chayer adda ta dekhi op laglo 🔥,positive
match ta ar ki parlam na baje lagse 👎!!,negative
Phone ta thik thak choltese,neutral
internet ta dekhi typical thaake,neutral
bazar e normal thaake!!,neutral
Result ta useless chinta hocche ❌,negative
Job ta puro ok ache asol,neutral
Match ta jossh hoise ✨ 😅,positive
chayer adda ta ar ki extreme laglo ❤️,positive
ajker ar ki fatafati chilo ...,positive
movie ta ekdom mojadar enjoy korlam 😍,positive
eid er plan khoob just okay kora hoy nai,neutral
Bus e ki bolbo mojadar chilo 😍,positive
Khawa ta ki bolbo brilliant chilo 💥 🙄,positive
coding ta mind blowing palam,positive
result ta jossh laglo 💥 🙄,positive
Boss er khuuub super hise 😍,positive
coding ta matha nosto kharaaap khub kharaaappp 😞,negative
Family te annoying geloooo ...,negative
job ta disgusting chinta hocche 😭,negative
Family te faltu hoye gelo 😡 🙄,negative
eid er plan shunlam faka gelooo,negative
Review ta bas thik thak asol,neutral
laptop ta shanti enjoy korlam :),positive
Family te vabi nai shanti palam???,positive
Result ta mind blowing enjoy korlam 😅,positive
Exam er puro annoying gelo 👎,negative
Bazar e ekdom fresh laglo 🥳,positive
Class er puro mind blowing dekha jabe ❤️ 😂,positive
Ei ar ki mind blowing cupai gelo,positive
boss er onekhta extreme enjoy korlam 💥,positive
Oir asolei kono rokom choltese,neutral
Family te ghatiya chinta hocche 🤮,negative
chayer adda ta ar ki fatafati hoise,positive
traffic ta kono rokom hoy!!,neutral
Movie ta onekkkta thik e ache mathay nai ...,neutral
Sokal ta vibe ta zero level hoilo na 👎 ...,negative
Phone ta asolei annoying hoilo na 💔,negative
class er shunlam just okay choltese,neutral
Familyyy te vibe ta darun dekha jabe!!,positive
Laptop ta vibe ta annoying hoye gelo 😡,negative
Phone ta useless gelo 🤮!!,negative
traffic ta ekdom common mathay nai 😂,neutral
boss er ekdom temon valoo na mathay nai,neutral
Brother er darun chilo ✨,positive
Assignment ta ki bolbo tension er hoilo na 😞,negative
Weather ta dekhi useless hoye gelo 🤬,negative
Brother er ar ki ok ache mathay nai,neutral
Bazar e ki bolbo boring khub kharap 🤬 🙄,negative
sokal ta average mathay nai,neutral
Bazar e agoon dekha jabe 🙄,positive
ajker shunlam matha nosto kharap hoye gelo 😭 🙄,negative
Amar mind blowing dekha jabe 🔥,positive
Brother er zero level hoilo na 💔,negative
Laptop ta mone hoy just okay hoy,neutral
Khawa ta mama thik thak mathay nai,neutral
Family te darun cupai gelo 🙌,positive
khawa ta zero level atke gelam 😞,negative
boss er puro so-so asol!!,neutral
Vibe ta shunlam so-so hoy,neutral
Chayer adda ta vabi nai justttttt okay mathay nai,neutral
match ta vibe ta kono rokom asol,neutral
friend ra bas awesome palam 💥,positive
Ei temon blo na asol,neutral
bazar e normal hoy,neutral
Boss er purooooo ekdom ghorator khuuub kharap,negative
Laptop ta mind blowing palam???,positive
match ta temon valo na thaake 😅,neutral
Amar zero level chinta hocche 🤬 ...,negative
Vibe ta moderate mathay nai,neutral
Class er eta to darun hoisechilo 💥,positive
Friend ra normal mathay nai,neutral
bus e asolei agoon pelam,positive
Job ta thik thak thaake!!,neutral
family te bas temon bhalo na hoy,neutral
Brother er mojadar hoisechilo 😍 😅,positive
Gaan ta mama zero level atke gelam 🤬!!,negative
Laptop ta normal asol ...,neutral
khawa ta dekhi mojadar hoyeche,positive
sokal ta common kora hoy nai 🙄,neutral
Review ta parlam na gelo 😡 😅,negative
Result ta sotti disgusting khoob kharaaap ❌,negative
chayer adda ta shunlam faka baje lagse 😅,negative
Review ta shunlam just okay asol,neutral
movie ta puro irritating khb kharapppppp 🤮,negative
Chayer adda ta vibe ta typical kora hoy nai,neutral
bus e mama ok ache asol,neutral
oir vabi nai jossh palam ✨ ...,positive
chayer adda ta shunlam thik e ache hoy 😅,neutral
assignment ta mama normal thaake,neutral
ajker lit pelam 💥,positive
review ta tension er hoilo na 🤬 ...,negative
Result ta shunlam onno rokom pelam 🔥 ...,positive
Match ta kopa chilo ...,positive
Bazar e asolei op enjoy korlam ❤️!!,positive
Laptop ta asolei kono rokom hoy,neutral
assignment ta so-so thaake 😂,neutral
Assignment ta normal asol ...,neutral
Match ta mama thik thak asol,neutral
movie ta mone hoy tension er khuuub khrp,negative
bazar e kopa chilo,positive
Movie ta ki bolbo ekdom fresh enjoy korlam 😍???,positive
Internet ta asolei brillianttt chilo,positive
traffic ta khb slow chinta hocche ❌ :),negative
vibe ta jossh palam ...,positive
ei dekhi typical asol,neutral
brother er mama extreme pelam 😍,positive
bazar e dekhi faltu hoilo na 💔,negative
Family te fire enjoy korlam 🥰,positive
Exam er khb birokto atke gelam 👎,negative
Job ta normal choltese,neutral
Match ta annoying atke gelam ❌,negative
Eid er plan vibe ta valo hoiseeee 😍,positive
Amar irritating baje lagse,negative
traffic ta extreme enjoy korlam ❤️???,positive
Match ta mamaaaa faka baje lagse ❌ 😂,negative
Match ta ki bolbo fatafati palam 🥳,positive
class er onekhta tension er hoye gelo ❌ 😅,negative
laptop ta op hise 😍???,positive
oir onekta moderate mathay nai :),neutral
brother er agoon hoisechilo 🥰,positive
Amar ekdom ghorator chinta hocche 🤬,negative
chayer adda ta onkta typical choltese,neutral
Eid er plan just okay asol,neutral
Family te mama sera laglo 🥳,positive
khawa ta ki bolbo temon blo na asol,neutral
Eid er plan puro zero level hoilo na 😭 😂,negative
Coding ta shunlam just okay hoy,neutral
Khawa ta darun hoisechilo 😅,positive
bus e bakwas baje lagse ❌,negative
Coding ta bas irritating gelo 😭,negative
phone ta vabi nai zero level hoye gelo 😭 😅,negative
Boss er mama zero level atke gelam ❌ 😅,negative
Oir mama faltu baje lagse,negative
Laptop ta ekdom slow baje lagse 🤬,negative
oir khoob typical asol,neutral
Boss er vabi nai extreme hoisechilo,positive
Bus e khb normal mathay nai,neutral
Amar puro parlam na baje lagse,negative
Result ta tension er baje lagse,negative
family te adhure hoye gelo ❌!!,negative
job ta thik e ache mathay nai 😂,neutral
internet ta normal mathay nai 😅,neutral
friend ra bas thik thak kora hoy nai ...,neutral
internet ta shunlam just okay mathay nai,neutral
Coding ta chalai neya jay kora hoy nai,neutral
Movie ta ki bolbo top class cupai gelo 💥,positive
Traffic ta adhure baje lagse 😡,negative
Exam er boring hoye gelo 😭,negative
gaan ta eta to annoying hoilo na 🤮 😅,negative
Boss er asolei tension er hoilo na 🤬,negative
class er eta to matha betha hoye gelo 💔???,negative
coding ta onekkktaaaa top class pelam ✅,positive
Bus e boring baje lagse 😞,negative
Chayer adda ta ar ki thik e ache thaake,neutral
gaan ta adhure khuuub kharaaapppp,negative
oir adhure hoye gelo ❌,negative
friend ra mama darun chilo 💥,positive
Bazar e normal choltese???,neutral
Bazar e onekkkta moderate thaake,neutral
Vibe ta sottiii ok ache thaake 🙄,neutral
Traffic ta typical asol,neutral
Bazar e valoo pelam,positive
Oir bas chomokdar laglo,positive
Result ta dekhi birokto hoye gelo,negative
Exam er ekdom disgusting hoye gelo ❌,negative
Match ta ghatiya chinta hocche 🤬 :),negative
Ei shunlam matha betha gelo 🤮,negative
Chayer adda ta darun palam :),positive
Phone ta common choltese,neutral
Laptop ta mone hoy common hoy,neutral
weather ta mama slow hoye gelo 🤮,negative
Result ta ok ache kora hoy nai,neutral
Bus e just okay kora hoy nai!!,neutral
Bus e sotti lit hoisechilo 🙌???,positive
Assignment ta dekhi minddddd blowing pelam 🥰,positive
Khawa ta khoob agoon dekha jabe,positive
Friendddddd ra mama chalai neya jay asol ...,neutral
khawa ta just okay choltese 😂,neutral
Phone ta vibe ta irritating hoye gelo 😞,negative
Result ta eta to extreme chilo,positive
Brother er sotti puro baje baje lagse 👎 🙄,negative
assignment ta eta to bakwas baje lagse 😅,negative
phone ta normal choltese ...,neutral
traffic ta asolei slow gelooo ❌,negative
Friend ra disgusting atke gelam 🤬 :),negative
traffic ta ki bolbo agoon laglo ❤️,positive
Phoneeeee ta sotti fire enjoy korlam 💥 :),positive
Weather ta brilliant dekha jabe ✅,positive
Ajker vabi nai chalai neya jay thaake,neutral
Khawa ta khub boring hoye gelo 🤮,negative
amar ki bolbo boring gelo 😡,negative
Review ta dekhi normal thaake,neutral
Friend ra mind blowing pelam,positive
Friend ra dekhi parlammmmmm na baje lagse 😭,negative
Chayer adda ta vabi nai darun enjoy korlam,positive
sokal ta ar ki chomokdar laglo 🥳???,positive
Friend ra typical thaake 😂,neutral
exam er sotti zero levelllll khoob kharaaap 😞!!,negative
traffic ta ki bolbo matha nosto kharap khoob kharap ...,negative
brother er asolei average asol 😂,neutral
Bus e parlam na hoilo na ...,negative
Eid er plan mojadar laglo ❤️,positive
internet ta dekhi thik e ache mathay nai,neutral
brother er mind blowing palam ✅!!,positive
vibe ta dekhi tension er gelo,negative
Family te mama top class laglooo ✅,positive
internet ta asolei kono rokom mathay nai,neutral
Vibe ta onekkkta thik thak choltese :),neutral
Chayer adda ta so-so asol,neutral
oir shunlam sera hoisechilo ✅,positive
Exam er typical choltese,neutral
Gaan ta mama birokto baje lagse 🤬,negative
boss er birokto hoye gelo 💔,negative
sokal ta khub brilliant cupai gelo 💥 ...,positive
eid er plannnn ghatiya baje lagse,negative
weather ta moderate asol,neutral
Amar vabi nai just okay thaake,neutral
vibe ta bas sera cupai gelo 💥,positive
ei typical kora hoy nai,neutral
movie ta shunlam fatafati pelammmmmm 😅,positive
Exam er khub faka baje lagse 😅,negative
Amar ekdom temon bhalo na kora hoy nai???,neutral
brother er onekkkta awesome dekha jabe 💥 :),positive
Match ta ekdom matha betha hoilo na 🤮,negative
Exam er darun chilo,positive
Phone ta vibe ta temon valo na choltese???,neutral
Friend ra bakwas khb khrp 😭 😅,negative
Result ta commonnn choltese 😅,neutral
Review ta extreme palam,positive
Traffic ta bas kono rokommmmmm mathay nai 😂,neutral
ajker so-so asol,neutral
Weather ta so-so hoy,neutral
Friend ra mama kono rokom asol,neutral
Ajker normal thaake 😅,neutral
Gaan ta vibe ta matha betha atke gelam 😭,negative
chayer addaaaaaa ta op palam 🥰!!,positive
family te khuuub kopa hoisechilo 🙌,positive
laptop ta puro op enjoy korlam,positive
Oir chomokdar pelam,positive
Traffic ta puro kopa dekha jabe 🙄,positive
chayer adda ta average hoy 🙄,neutral
Exam er level up laglo ❤️,positive
phone ta boring khoob kharaaap 🙄,negative
Result ta mone hoy kono rokom choltese,neutral
Movie ta mone hoy matha betha chinta hocche 🤬,negative
Coding ta common mathay nai 😂,neutral
Chayer adda ta adhure chinta hocche 👎 ...,negative
Weather ta shunlam waste of time baje lagse,negative
traffic ta ki bolbo temon blo na mathay nai???,neutral
weather ta ki bolbo kopa cupai gelo ❤️,positive
Laptop ta puro zero level atke gelam,negative
Laptop ta sotti boring baje lagse 😭???,negative
Job ta puro baje hoilo na 🤬,negative
Sokal ta adhure khb khrp 🤮!!,negative
Class er mojadar palam 🙌 :),positive
eid er plannnnnn ar ki super palam 😅,positive
chayer adda ta lit palam 🥳,positive
ajker birokto gelo 😭 ...,negative
Class er sotti matha betha gelo,negative
Laptop ta typical asol,neutral
chayer adda ta asolei lit laglo 🥰,positive
Job ta ekdom fresh pelam ✅,positive
Traffic ta average asol???,neutral
Match ta vabi nai typical kora hoy nai,neutral
Oir valo chilo ❤️???,positive
Friend ra just okay asol,neutral
Weather ta vibe ta typical hoy,neutral
Coding ta level up enjoy korlam ✅ 😂,positive
ei dekhi fatafati cupai gelo???,positive
assignment ta moderate choltese!!,neutral
assignment ta mama ghatiya chinta hocche,negative
Ei onekta thik e ache koraaa hoy nai,neutral
Eid er plan kono rokom asol 😂,neutral
Ei sotti chalai neyaaaaaa jay mathay nai,neutral
Job ta mone hoy thik e ache thaake 🙄,neutral
Traffic ta khuuub thik thak mathay nai,neutral
eid er plan onekkkta level up chilo 🥰 ...,positive
Bazar e sotti common thaake,neutral
Match ta parlam na hoye gelo,negative
Oir mama thik thak kora hoy nai,neutral
Boss er vabiiiiii nai so-so mathay nai!!,neutral
Khawa ta eta to ekdom ghorator hoilo na 😭,negative
Exam er khuuub chalai neya jay kora hoy nai,neutral
Review ta ar ki irritating hoye gelo 🤬,negative
ei mone hoy ok ache asol,neutral
Job ta matha nosto kharaaap chinta hocche 🤮,negative
amar moderate mathay nai 🙄,neutral
friend ra vabi nai sera laglo,positive
weatherrrr ta irritating baje lagse 😡 🙄,negative
coding ta ar ki fire palam ✅,positive
oir masti dekha jabe ✅???,positive
Friend ra adhure hoilo na,negative
Bazar e ok ache hoy,neutral
traffic ta bas fatafati chilo ...,positive
Brother er vibe ta disgusting atke gelam 👎,negative
Sokal ta super chilo ✅,positive
Result ta bas awesome chilo 🙌,positive
friend ra vabi nai chalai neya jay choltese,neutral
khawa ta sera enjoy korlam 💥,positive
Friend ra ok ache asol,neutral
phone ta shunlam normal choltese,neutral
Coding ta ki bolbo tension er gelo 😭,negative
coding ta vibe ta sera cupai gelo,positive
ei waste of time khuuub kharaaap???,negative
Eid er plan ekdom slow chinta hocche,negative
vibe ta shunlam valoo hoisechilo 🔥 🙄,positive
coding ta puro so-so kora hoy nai,neutral
Class er boring hoilo na 😞!!,negative
gaan ta ar ki adhure baje lagse,negative
Amar mama puro baje chinta hocche 💔,negative
Khawa ta ki bolbo awesome cupai gelo ✨???,positive
